ROC AUC,Accuracy,Precision,Recall,F1 Score,Type I Error,Type II Error,Epsilon,Batch Size,Noise Multiplier,Learning Rate,Clipping Norm,Sample Ratio
0.796,0.706,0.245,0.726,0.366,0.296,0.274,1.419,64,1.1,0.001,1.0,1.0
0.819,0.758,0.286,0.716,0.409,0.236,0.284,1.419,64,1.1,0.001,2.0,1.0
0.891,0.796,0.347,0.846,0.492,0.211,0.154,1.419,64,1.1,0.003,0.5,1.0
0.893,0.815,0.369,0.822,0.51,0.186,0.178,1.419,64,1.1,0.003,1.0,1.0
0.889,0.852,0.423,0.725,0.534,0.131,0.275,1.419,64,1.1,0.003,2.0,1.0
0.896,0.733,0.293,0.913,0.444,0.291,0.087,1.419,64,1.1,0.005,0.5,1.0
0.898,0.754,0.311,0.903,0.462,0.265,0.097,1.419,64,1.1,0.005,1.0,1.0
0.899,0.837,0.4,0.787,0.531,0.156,0.213,1.419,64,1.1,0.005,2.0,1.0
0.818,0.689,0.244,0.788,0.373,0.324,0.212,0.904,64,1.5,0.001,0.5,1.0
0.837,0.796,0.33,0.716,0.451,0.193,0.284,0.904,64,1.5,0.001,1.0,1.0
0.827,0.755,0.289,0.75,0.417,0.245,0.25,0.904,64,1.5,0.001,2.0,1.0
0.892,0.847,0.416,0.754,0.536,0.141,0.246,0.904,64,1.5,0.003,0.5,1.0
0.888,0.862,0.441,0.684,0.537,0.115,0.316,0.904,64,1.5,0.003,1.0,1.0
0.887,0.784,0.334,0.853,0.48,0.226,0.147,0.904,64,1.5,0.003,2.0,1.0
0.898,0.84,0.405,0.782,0.534,0.152,0.218,0.904,64,1.5,0.005,0.5,1.0
0.898,0.765,0.32,0.894,0.471,0.252,0.106,0.904,64,1.5,0.005,1.0,1.0
0.898,0.808,0.362,0.836,0.505,0.196,0.164,0.904,64,1.5,0.005,2.0,1.0
0.817,0.717,0.259,0.766,0.387,0.29,0.234,0.638,64,2.0,0.001,0.5,1.0
0.809,0.73,0.266,0.747,0.393,0.273,0.253,0.638,64,2.0,0.001,1.0,1.0
0.801,0.716,0.254,0.734,0.377,0.287,0.266,0.638,64,2.0,0.001,2.0,1.0
0.893,0.743,0.3,0.896,0.449,0.277,0.104,0.638,64,2.0,0.003,0.5,1.0
0.889,0.853,0.426,0.734,0.539,0.131,0.266,0.638,64,2.0,0.003,1.0,1.0
0.891,0.825,0.38,0.788,0.512,0.171,0.212,0.638,64,2.0,0.003,2.0,1.0
0.894,0.829,0.387,0.79,0.519,0.166,0.21,0.638,64,2.0,0.005,0.5,1.0
0.895,0.843,0.409,0.776,0.536,0.148,0.224,0.638,64,2.0,0.005,1.0,1.0
0.897,0.826,0.384,0.807,0.521,0.171,0.193,0.638,64,2.0,0.005,2.0,1.0
0.776,0.677,0.228,0.736,0.348,0.331,0.264,3.813,128,0.8,0.001,0.5,1.0
0.77,0.655,0.215,0.736,0.333,0.355,0.264,3.813,128,0.8,0.001,1.0,1.0
0.772,0.67,0.223,0.731,0.342,0.338,0.269,3.813,128,0.8,0.001,2.0,1.0
0.853,0.783,0.322,0.776,0.455,0.216,0.224,3.813,128,0.8,0.003,0.5,1.0
0.871,0.823,0.374,0.761,0.502,0.169,0.239,3.813,128,0.8,0.003,1.0,1.0
0.878,0.742,0.294,0.861,0.439,0.274,0.139,3.813,128,0.8,0.003,2.0,1.0
0.882,0.821,0.373,0.776,0.504,0.173,0.224,3.813,128,0.8,0.005,0.5,1.0
0.883,0.752,0.304,0.869,0.451,0.263,0.131,3.813,128,0.8,0.005,1.0,1.0
0.888,0.835,0.395,0.772,0.522,0.157,0.228,3.813,128,0.8,0.005,2.0,1.0
0.761,0.66,0.215,0.72,0.331,0.348,0.28,2.013,128,1.1,0.001,0.5,1.0
0.766,0.665,0.218,0.719,0.334,0.342,0.281,2.013,128,1.1,0.001,1.0,1.0
0.765,0.66,0.216,0.724,0.332,0.349,0.276,2.013,128,1.1,0.001,2.0,1.0
0.867,0.747,0.295,0.833,0.435,0.264,0.167,2.013,128,1.1,0.003,0.5,1.0
0.867,0.847,0.409,0.698,0.516,0.134,0.302,2.013,128,1.1,0.003,1.0,1.0
0.87,0.786,0.331,0.81,0.47,0.217,0.19,2.013,128,1.1,0.003,2.0,1.0
0.887,0.784,0.333,0.842,0.477,0.224,0.158,2.013,128,1.1,0.005,0.5,1.0
0.879,0.868,0.456,0.647,0.535,0.102,0.353,2.013,128,1.1,0.005,1.0,1.0
0.888,0.792,0.341,0.835,0.484,0.214,0.165,2.013,128,1.1,0.005,2.0,1.0
0.773,0.664,0.22,0.738,0.339,0.346,0.262,1.293,128,1.5,0.001,0.5,1.0
0.752,0.654,0.211,0.716,0.326,0.354,0.284,1.293,128,1.5,0.001,1.0,1.0
0.768,0.663,0.218,0.728,0.336,0.345,0.272,1.293,128,1.5,0.001,2.0,1.0
0.859,0.783,0.323,0.784,0.458,0.217,0.216,1.293,128,1.5,0.003,0.5,1.0
0.858,0.807,0.348,0.746,0.475,0.185,0.254,1.293,128,1.5,0.003,1.0,1.0
0.867,0.783,0.326,0.802,0.463,0.22,0.198,1.293,128,1.5,0.003,2.0,1.0
0.887,0.776,0.325,0.848,0.47,0.233,0.152,1.293,128,1.5,0.005,0.5,1.0
0.887,0.846,0.411,0.737,0.528,0.14,0.263,1.293,128,1.5,0.005,1.0,1.0
0.886,0.813,0.363,0.794,0.498,0.184,0.206,1.293,128,1.5,0.005,2.0,1.0
0.765,0.656,0.215,0.733,0.333,0.354,0.267,0.91,128,2.0,0.001,0.5,1.0
0.77,0.664,0.22,0.734,0.338,0.345,0.266,0.91,128,2.0,0.001,1.0,1.0
0.766,0.678,0.223,0.703,0.338,0.325,0.297,0.91,128,2.0,0.001,2.0,1.0
0.865,0.774,0.316,0.803,0.454,0.23,0.197,0.91,128,2.0,0.003,0.5,1.0
0.862,0.793,0.335,0.78,0.469,0.205,0.22,0.91,128,2.0,0.003,1.0,1.0
0.863,0.788,0.329,0.785,0.464,0.212,0.215,0.91,128,2.0,0.003,2.0,1.0
0.884,0.854,0.426,0.708,0.532,0.126,0.292,0.91,128,2.0,0.005,0.5,1.0
0.883,0.642,0.237,0.931,0.378,0.396,0.069,0.91,128,2.0,0.005,1.0,1.0
0.883,0.671,0.252,0.919,0.395,0.362,0.081,0.91,128,2.0,0.005,2.0,1.0
0.894,0.831,0.393,0.813,0.53,0.166,0.187,inf,16,0.0,0.001,0.0,0.5
0.894,0.826,0.386,0.826,0.526,0.174,0.174,inf,16,0.0,0.003,0.0,0.5
0.891,0.826,0.385,0.821,0.524,0.174,0.179,inf,16,0.0,0.005,0.0,0.5
0.895,0.834,0.398,0.81,0.534,0.162,0.19,inf,32,0.0,0.001,0.0,0.5
0.888,0.823,0.381,0.823,0.521,0.177,0.177,inf,32,0.0,0.003,0.0,0.5
0.888,0.827,0.387,0.814,0.524,0.171,0.186,inf,32,0.0,0.005,0.0,0.5
0.902,0.831,0.394,0.82,0.532,0.167,0.18,inf,64,0.0,0.001,0.0,0.5
0.895,0.845,0.413,0.78,0.54,0.147,0.22,inf,64,0.0,0.003,0.0,0.5
0.89,0.852,0.426,0.769,0.549,0.137,0.231,inf,64,0.0,0.005,0.0,0.5
0.894,0.828,0.389,0.827,0.529,0.172,0.173,inf,128,0.0,0.001,0.0,0.5
0.895,0.846,0.415,0.777,0.541,0.145,0.223,inf,128,0.0,0.003,0.0,0.5
0.885,0.824,0.38,0.802,0.516,0.173,0.198,inf,128,0.0,0.005,0.0,0.5
0.887,0.783,0.334,0.856,0.48,0.227,0.144,2.114,16,0.8,0.001,0.5,0.5
0.879,0.738,0.291,0.86,0.435,0.278,0.14,2.114,16,0.8,0.001,1.0,0.5
0.88,0.831,0.387,0.758,0.512,0.159,0.242,2.114,16,0.8,0.001,2.0,0.5
0.896,0.838,0.403,0.791,0.534,0.156,0.209,2.114,16,0.8,0.003,0.5,0.5
0.896,0.835,0.397,0.785,0.528,0.158,0.215,2.114,16,0.8,0.003,1.0,0.5
0.897,0.774,0.326,0.875,0.475,0.24,0.125,2.114,16,0.8,0.003,2.0,0.5
0.897,0.78,0.331,0.866,0.479,0.232,0.134,2.114,16,0.8,0.005,0.5,0.5
0.899,0.8,0.352,0.841,0.496,0.206,0.159,2.114,16,0.8,0.005,1.0,0.5
0.899,0.783,0.336,0.877,0.486,0.229,0.123,2.114,16,0.8,0.005,2.0,0.5
0.878,0.788,0.333,0.812,0.473,0.215,0.188,1.058,16,1.1,0.001,0.5,0.5
0.879,0.728,0.284,0.869,0.428,0.29,0.131,1.058,16,1.1,0.001,1.0,0.5
0.88,0.835,0.392,0.751,0.516,0.154,0.249,1.058,16,1.1,0.001,2.0,0.5
0.898,0.806,0.36,0.841,0.504,0.198,0.159,1.058,16,1.1,0.003,0.5,0.5
0.894,0.78,0.331,0.868,0.48,0.232,0.132,1.058,16,1.1,0.003,1.0,0.5
0.897,0.799,0.35,0.843,0.495,0.207,0.157,1.058,16,1.1,0.003,2.0,0.5
0.898,0.845,0.413,0.769,0.538,0.145,0.231,1.058,16,1.1,0.005,0.5,0.5
0.899,0.843,0.41,0.775,0.536,0.148,0.225,1.058,16,1.1,0.005,1.0,0.5
0.9,0.847,0.416,0.77,0.54,0.143,0.23,1.058,16,1.1,0.005,2.0,0.5
0.88,0.76,0.309,0.85,0.454,0.251,0.15,0.643,16,1.5,0.001,0.5,0.5
0.879,0.856,0.43,0.705,0.534,0.124,0.295,0.643,16,1.5,0.001,1.0,0.5
0.879,0.802,0.35,0.809,0.489,0.199,0.191,0.643,16,1.5,0.001,2.0,0.5
0.896,0.736,0.294,0.896,0.443,0.285,0.104,0.643,16,1.5,0.003,0.5,0.5
0.894,0.747,0.303,0.894,0.452,0.273,0.106,0.643,16,1.5,0.003,1.0,0.5
0.896,0.796,0.347,0.847,0.492,0.211,0.153,0.643,16,1.5,0.003,2.0,0.5
0.9,0.841,0.406,0.775,0.533,0.15,0.225,0.643,16,1.5,0.005,0.5,0.5
0.898,0.844,0.411,0.767,0.535,0.146,0.233,0.643,16,1.5,0.005,1.0,0.5
0.896,0.7,0.27,0.921,0.418,0.33,0.079,0.643,16,1.5,0.005,2.0,0.5
0.882,0.777,0.324,0.841,0.468,0.232,0.159,0.449,16,2.0,0.001,0.5,0.5
0.885,0.808,0.359,0.817,0.499,0.193,0.183,0.449,16,2.0,0.001,1.0,0.5
0.884,0.807,0.358,0.816,0.498,0.194,0.184,0.449,16,2.0,0.001,2.0,0.5
0.894,0.861,0.441,0.713,0.545,0.12,0.287,0.449,16,2.0,0.003,0.5,0.5
0.896,0.791,0.343,0.857,0.49,0.217,0.143,0.449,16,2.0,0.003,1.0,0.5
0.892,0.867,0.456,0.683,0.547,0.108,0.317,0.449,16,2.0,0.003,2.0,0.5
0.9,0.821,0.378,0.828,0.519,0.18,0.172,0.449,16,2.0,0.005,0.5,0.5
0.902,0.847,0.416,0.765,0.539,0.142,0.235,0.449,16,2.0,0.005,1.0,0.5
0.901,0.842,0.408,0.782,0.536,0.15,0.218,0.449,16,2.0,0.005,2.0,0.5
0.808,0.714,0.254,0.745,0.379,0.29,0.255,2.763,32,0.8,0.001,0.5,0.5
0.823,0.72,0.263,0.777,0.393,0.288,0.223,2.763,32,0.8,0.001,1.0,0.5
0.804,0.667,0.229,0.783,0.355,0.349,0.217,2.763,32,0.8,0.001,2.0,0.5
0.887,0.606,0.222,0.949,0.36,0.439,0.051,2.763,32,0.8,0.003,0.5,0.5
0.892,0.832,0.39,0.779,0.52,0.161,0.221,2.763,32,0.8,0.003,1.0,0.5
0.891,0.816,0.37,0.819,0.51,0.184,0.181,2.763,32,0.8,0.003,2.0,0.5
0.891,0.794,0.344,0.841,0.488,0.212,0.159,2.763,32,0.8,0.005,0.5,0.5
0.887,0.663,0.248,0.927,0.391,0.372,0.073,2.763,32,0.8,0.005,1.0,0.5
0.894,0.859,0.436,0.698,0.537,0.12,0.302,2.763,32,0.8,0.005,2.0,0.5
0.799,0.722,0.256,0.72,0.377,0.278,0.28,1.419,32,1.1,0.001,0.5,0.5
0.822,0.741,0.276,0.75,0.404,0.26,0.25,1.419,32,1.1,0.001,1.0,0.5
0.809,0.799,0.321,0.65,0.43,0.182,0.35,1.419,32,1.1,0.001,2.0,0.5
0.89,0.845,0.412,0.762,0.535,0.144,0.238,1.419,32,1.1,0.003,0.5,0.5
0.888,0.779,0.329,0.853,0.475,0.23,0.147,1.419,32,1.1,0.003,1.0,0.5
0.89,0.846,0.412,0.753,0.533,0.142,0.247,1.419,32,1.1,0.003,2.0,0.5
0.894,0.832,0.392,0.786,0.523,0.162,0.214,1.419,32,1.1,0.005,0.5,0.5
0.892,0.787,0.337,0.845,0.482,0.22,0.155,1.419,32,1.1,0.005,1.0,0.5
0.893,0.808,0.36,0.827,0.501,0.195,0.173,1.419,32,1.1,0.005,2.0,0.5
0.808,0.693,0.244,0.775,0.371,0.318,0.225,0.904,32,1.5,0.001,0.5,0.5
0.816,0.715,0.258,0.768,0.387,0.292,0.232,0.904,32,1.5,0.001,1.0,0.5
0.821,0.713,0.257,0.766,0.384,0.294,0.234,0.904,32,1.5,0.001,2.0,0.5
0.889,0.857,0.432,0.701,0.535,0.122,0.299,0.904,32,1.5,0.003,0.5,0.5
0.886,0.729,0.287,0.883,0.433,0.291,0.117,0.904,32,1.5,0.003,1.0,0.5
0.888,0.867,0.455,0.685,0.547,0.109,0.315,0.904,32,1.5,0.003,2.0,0.5
0.896,0.77,0.323,0.878,0.472,0.244,0.122,0.904,32,1.5,0.005,0.5,0.5
0.895,0.814,0.367,0.819,0.507,0.187,0.181,0.904,32,1.5,0.005,1.0,0.5
0.894,0.761,0.314,0.884,0.464,0.255,0.116,0.904,32,1.5,0.005,2.0,0.5
0.804,0.705,0.248,0.749,0.373,0.301,0.251,0.638,32,2.0,0.001,0.5,0.5
0.798,0.687,0.238,0.762,0.363,0.323,0.238,0.638,32,2.0,0.001,1.0,0.5
0.828,0.727,0.268,0.77,0.397,0.279,0.23,0.638,32,2.0,0.001,2.0,0.5
0.89,0.811,0.363,0.819,0.503,0.19,0.181,0.638,32,2.0,0.003,0.5,0.5
0.888,0.786,0.336,0.851,0.481,0.223,0.149,0.638,32,2.0,0.003,1.0,0.5
0.889,0.785,0.334,0.849,0.48,0.224,0.151,0.638,32,2.0,0.003,2.0,0.5
0.895,0.825,0.38,0.793,0.514,0.171,0.207,0.638,32,2.0,0.005,0.5,0.5
0.897,0.843,0.408,0.761,0.531,0.147,0.239,0.638,32,2.0,0.005,1.0,0.5
0.894,0.816,0.371,0.821,0.511,0.185,0.179,0.638,32,2.0,0.005,2.0,0.5
0.76,0.639,0.209,0.751,0.327,0.376,0.249,3.813,64,0.8,0.001,0.5,0.5
0.764,0.651,0.214,0.74,0.331,0.361,0.26,3.813,64,0.8,0.001,1.0,0.5
0.765,0.659,0.215,0.725,0.332,0.35,0.275,3.813,64,0.8,0.001,2.0,0.5
0.869,0.786,0.33,0.803,0.468,0.216,0.197,3.813,64,0.8,0.003,0.5,0.5
0.859,0.767,0.309,0.802,0.446,0.237,0.198,3.813,64,0.8,0.003,1.0,0.5
0.866,0.815,0.362,0.761,0.491,0.178,0.239,3.813,64,0.8,0.003,2.0,0.5
0.885,0.832,0.39,0.773,0.519,0.16,0.227,3.813,64,0.8,0.005,0.5,0.5
0.885,0.811,0.362,0.803,0.499,0.188,0.197,3.813,64,0.8,0.005,1.0,0.5
0.873,0.558,0.204,0.959,0.337,0.495,0.041,3.813,64,0.8,0.005,2.0,0.5
0.76,0.656,0.215,0.731,0.332,0.354,0.269,2.013,64,1.1,0.001,0.5,0.5
0.771,0.672,0.223,0.725,0.341,0.335,0.275,2.013,64,1.1,0.001,1.0,0.5
0.759,0.682,0.224,0.7,0.34,0.321,0.3,2.013,64,1.1,0.001,2.0,0.5
0.841,0.762,0.3,0.772,0.432,0.239,0.228,2.013,64,1.1,0.003,0.5,0.5
0.864,0.828,0.379,0.733,0.499,0.159,0.267,2.013,64,1.1,0.003,1.0,0.5
0.864,0.843,0.401,0.685,0.506,0.136,0.315,2.013,64,1.1,0.003,2.0,0.5
0.884,0.859,0.435,0.681,0.531,0.117,0.319,2.013,64,1.1,0.005,0.5,0.5
0.882,0.813,0.364,0.802,0.501,0.185,0.198,2.013,64,1.1,0.005,1.0,0.5
0.883,0.793,0.341,0.824,0.483,0.211,0.176,2.013,64,1.1,0.005,2.0,0.5
0.769,0.665,0.22,0.733,0.339,0.344,0.267,1.293,64,1.5,0.001,0.5,0.5
0.774,0.658,0.218,0.746,0.338,0.354,0.254,1.293,64,1.5,0.001,1.0,0.5
0.766,0.654,0.215,0.738,0.333,0.357,0.262,1.293,64,1.5,0.001,2.0,0.5
0.861,0.833,0.384,0.702,0.497,0.149,0.298,1.293,64,1.5,0.003,0.5,0.5
0.857,0.75,0.294,0.814,0.432,0.259,0.186,1.293,64,1.5,0.003,1.0,0.5
0.862,0.78,0.321,0.792,0.457,0.222,0.208,1.293,64,1.5,0.003,2.0,0.5
0.882,0.845,0.41,0.731,0.525,0.139,0.269,1.293,64,1.5,0.005,0.5,0.5
0.886,0.795,0.344,0.829,0.486,0.209,0.171,1.293,64,1.5,0.005,1.0,0.5
0.881,0.825,0.378,0.768,0.507,0.168,0.232,1.293,64,1.5,0.005,2.0,0.5
0.761,0.669,0.217,0.703,0.332,0.335,0.297,0.91,64,2.0,0.001,0.5,0.5
0.775,0.668,0.221,0.728,0.339,0.34,0.272,0.91,64,2.0,0.001,1.0,0.5
0.762,0.66,0.217,0.733,0.335,0.35,0.267,0.91,64,2.0,0.001,2.0,0.5
0.865,0.757,0.303,0.833,0.445,0.253,0.167,0.91,64,2.0,0.003,0.5,0.5
0.865,0.842,0.397,0.675,0.5,0.136,0.325,0.91,64,2.0,0.003,1.0,0.5
0.854,0.756,0.298,0.802,0.435,0.25,0.198,0.91,64,2.0,0.003,2.0,0.5
0.882,0.721,0.281,0.887,0.426,0.301,0.113,0.91,64,2.0,0.005,0.5,0.5
0.884,0.81,0.361,0.802,0.498,0.188,0.198,0.91,64,2.0,0.005,1.0,0.5
0.885,0.827,0.382,0.774,0.511,0.166,0.226,0.91,64,2.0,0.005,2.0,0.5
0.749,0.655,0.211,0.713,0.326,0.353,0.287,5.525,128,0.8,0.001,0.5,0.5
0.745,0.655,0.209,0.698,0.321,0.351,0.302,5.525,128,0.8,0.001,1.0,0.5
0.732,0.64,0.203,0.709,0.316,0.369,0.291,5.525,128,0.8,0.001,2.0,0.5
0.792,0.671,0.229,0.766,0.352,0.342,0.234,5.525,128,0.8,0.003,0.5,0.5
0.782,0.697,0.237,0.716,0.356,0.306,0.284,5.525,128,0.8,0.003,1.0,0.5
0.782,0.666,0.223,0.743,0.343,0.344,0.257,5.525,128,0.8,0.003,2.0,0.5
0.848,0.817,0.358,0.716,0.477,0.17,0.284,5.525,128,0.8,0.005,0.5,0.5
0.857,0.777,0.317,0.782,0.451,0.224,0.218,5.525,128,0.8,0.005,1.0,0.5
0.846,0.631,0.225,0.882,0.358,0.403,0.118,5.525,128,0.8,0.005,2.0,0.5
0.73,0.661,0.207,0.672,0.317,0.34,0.328,2.918,128,1.1,0.001,0.5,0.5
0.733,0.655,0.204,0.672,0.313,0.347,0.328,2.918,128,1.1,0.001,1.0,0.5
0.736,0.643,0.205,0.712,0.318,0.366,0.288,2.918,128,1.1,0.001,2.0,0.5
0.787,0.691,0.235,0.731,0.356,0.314,0.269,2.918,128,1.1,0.003,0.5,0.5
0.787,0.695,0.238,0.727,0.358,0.309,0.273,2.918,128,1.1,0.003,1.0,0.5
0.786,0.692,0.238,0.739,0.36,0.314,0.261,2.918,128,1.1,0.003,2.0,0.5
0.821,0.731,0.269,0.753,0.396,0.272,0.247,2.918,128,1.1,0.005,0.5,0.5
0.821,0.697,0.25,0.795,0.38,0.316,0.205,2.918,128,1.1,0.005,1.0,0.5
0.851,0.74,0.285,0.809,0.421,0.269,0.191,2.918,128,1.1,0.005,2.0,0.5
0.747,0.646,0.206,0.707,0.319,0.362,0.293,1.86,128,1.5,0.001,0.5,0.5
0.734,0.662,0.209,0.679,0.32,0.34,0.321,1.86,128,1.5,0.001,1.0,0.5
0.746,0.649,0.207,0.707,0.32,0.359,0.293,1.86,128,1.5,0.001,2.0,0.5
0.768,0.704,0.235,0.679,0.349,0.292,0.321,1.86,128,1.5,0.003,0.5,0.5
0.798,0.678,0.234,0.768,0.358,0.334,0.232,1.86,128,1.5,0.003,1.0,0.5
0.789,0.696,0.239,0.73,0.36,0.308,0.27,1.86,128,1.5,0.003,2.0,0.5
0.853,0.792,0.33,0.752,0.459,0.202,0.248,1.86,128,1.5,0.005,0.5,0.5
0.835,0.749,0.286,0.767,0.417,0.253,0.233,1.86,128,1.5,0.005,1.0,0.5
0.825,0.769,0.298,0.724,0.423,0.226,0.276,1.86,128,1.5,0.005,2.0,0.5
0.748,0.663,0.214,0.708,0.329,0.344,0.292,1.302,128,2.0,0.001,0.5,0.5
0.736,0.653,0.206,0.691,0.318,0.353,0.309,1.302,128,2.0,0.001,1.0,0.5
0.743,0.647,0.206,0.707,0.319,0.361,0.293,1.302,128,2.0,0.001,2.0,0.5
0.778,0.648,0.215,0.757,0.335,0.366,0.243,1.302,128,2.0,0.003,0.5,0.5
0.794,0.692,0.237,0.737,0.359,0.314,0.263,1.302,128,2.0,0.003,1.0,0.5
0.815,0.706,0.253,0.776,0.382,0.304,0.224,1.302,128,2.0,0.003,2.0,0.5
0.839,0.788,0.321,0.729,0.445,0.205,0.271,1.302,128,2.0,0.005,0.5,0.5
0.819,0.749,0.282,0.74,0.408,0.25,0.26,1.302,128,2.0,0.005,1.0,0.5
0.85,0.726,0.275,0.817,0.411,0.286,0.183,1.302,128,2.0,0.005,2.0,0.5
0.884,0.838,0.402,0.797,0.535,0.157,0.203,inf,16,0.0,0.001,0.0,0.1
0.876,0.789,0.339,0.848,0.484,0.219,0.152,inf,16,0.0,0.003,0.0,0.1
0.881,0.819,0.375,0.82,0.514,0.181,0.18,inf,16,0.0,0.005,0.0,0.1
0.888,0.806,0.358,0.828,0.5,0.196,0.172,inf,32,0.0,0.001,0.0,0.1
0.884,0.81,0.364,0.835,0.507,0.193,0.165,inf,32,0.0,0.003,0.0,0.1
0.889,0.808,0.361,0.835,0.504,0.195,0.165,inf,32,0.0,0.005,0.0,0.1
0.886,0.79,0.339,0.842,0.484,0.217,0.158,inf,64,0.0,0.001,0.0,0.1
0.887,0.864,0.448,0.707,0.548,0.115,0.293,inf,64,0.0,0.003,0.0,0.1
0.884,0.821,0.378,0.816,0.517,0.178,0.184,inf,64,0.0,0.005,0.0,0.1
0.886,0.807,0.358,0.819,0.498,0.195,0.181,inf,128,0.0,0.001,0.0,0.1
0.891,0.849,0.421,0.77,0.545,0.14,0.23,inf,128,0.0,0.003,0.0,0.1
0.885,0.823,0.38,0.814,0.518,0.176,0.186,inf,128,0.0,0.005,0.0,0.1
0.755,0.664,0.216,0.715,0.332,0.343,0.285,4.277,16,0.8,0.001,0.5,0.1
0.76,0.682,0.224,0.698,0.339,0.32,0.302,4.277,16,0.8,0.001,1.0,0.1
0.759,0.665,0.218,0.716,0.334,0.342,0.284,4.277,16,0.8,0.001,2.0,0.1
0.819,0.784,0.31,0.686,0.427,0.203,0.314,4.277,16,0.8,0.003,0.5,0.1
0.807,0.756,0.281,0.701,0.402,0.237,0.299,4.277,16,0.8,0.003,1.0,0.1
0.83,0.59,0.207,0.886,0.336,0.449,0.114,4.277,16,0.8,0.003,2.0,0.1
0.862,0.831,0.381,0.716,0.498,0.154,0.284,4.277,16,0.8,0.005,0.5,0.1
0.864,0.85,0.412,0.672,0.511,0.127,0.328,4.277,16,0.8,0.005,1.0,0.1
0.866,0.801,0.344,0.772,0.476,0.195,0.228,4.277,16,0.8,0.005,2.0,0.1
0.761,0.64,0.207,0.736,0.324,0.373,0.264,2.266,16,1.1,0.001,0.5,0.1
0.757,0.639,0.207,0.736,0.323,0.374,0.264,2.266,16,1.1,0.001,1.0,0.1
0.765,0.636,0.208,0.753,0.326,0.379,0.247,2.266,16,1.1,0.001,2.0,0.1
0.805,0.532,0.186,0.889,0.308,0.516,0.111,2.266,16,1.1,0.003,0.5,0.1
0.825,0.727,0.267,0.765,0.396,0.278,0.235,2.266,16,1.1,0.003,1.0,0.1
0.808,0.822,0.35,0.609,0.444,0.15,0.391,2.266,16,1.1,0.003,2.0,0.1
0.861,0.777,0.318,0.787,0.453,0.224,0.213,2.266,16,1.1,0.005,0.5,0.1
0.862,0.729,0.28,0.839,0.42,0.286,0.161,2.266,16,1.1,0.005,1.0,0.1
0.868,0.72,0.276,0.859,0.418,0.298,0.141,2.266,16,1.1,0.005,2.0,0.1
0.75,0.641,0.208,0.735,0.324,0.371,0.265,1.453,16,1.5,0.001,0.5,0.1
0.752,0.691,0.223,0.66,0.333,0.305,0.34,1.453,16,1.5,0.001,1.0,0.1
0.765,0.679,0.225,0.713,0.342,0.326,0.287,1.453,16,1.5,0.001,2.0,0.1
0.808,0.83,0.359,0.578,0.443,0.137,0.422,1.453,16,1.5,0.003,0.5,0.1
0.836,0.829,0.371,0.66,0.475,0.148,0.34,1.453,16,1.5,0.003,1.0,0.1
0.813,0.742,0.275,0.735,0.4,0.257,0.265,1.453,16,1.5,0.003,2.0,0.1
0.865,0.839,0.394,0.698,0.504,0.142,0.302,1.453,16,1.5,0.005,0.5,0.1
0.86,0.61,0.219,0.911,0.353,0.43,0.089,1.453,16,1.5,0.005,1.0,0.1
0.845,0.877,0.475,0.451,0.462,0.066,0.549,1.453,16,1.5,0.005,2.0,0.1
0.752,0.654,0.211,0.717,0.326,0.355,0.283,1.021,16,2.0,0.001,0.5,0.1
0.755,0.702,0.231,0.664,0.343,0.293,0.336,1.021,16,2.0,0.001,1.0,0.1
0.758,0.638,0.207,0.742,0.324,0.376,0.258,1.021,16,2.0,0.001,2.0,0.1
0.82,0.552,0.194,0.895,0.318,0.494,0.105,1.021,16,2.0,0.003,0.5,0.1
0.833,0.692,0.248,0.804,0.379,0.323,0.196,1.021,16,2.0,0.003,1.0,0.1
0.842,0.593,0.209,0.892,0.339,0.446,0.108,1.021,16,2.0,0.003,2.0,0.1
0.857,0.821,0.366,0.725,0.486,0.167,0.275,1.021,16,2.0,0.005,0.5,0.1
0.855,0.859,0.426,0.597,0.498,0.106,0.403,1.021,16,2.0,0.005,1.0,0.1
0.859,0.645,0.233,0.888,0.369,0.387,0.112,1.021,16,2.0,0.005,2.0,0.1
0.738,0.644,0.202,0.692,0.313,0.362,0.308,6.253,32,0.8,0.001,0.5,0.1
0.743,0.652,0.209,0.707,0.322,0.355,0.293,6.253,32,0.8,0.001,1.0,0.1
0.729,0.64,0.201,0.698,0.312,0.368,0.302,6.253,32,0.8,0.001,2.0,0.1
0.775,0.617,0.204,0.782,0.323,0.404,0.218,6.253,32,0.8,0.003,0.5,0.1
0.775,0.659,0.218,0.738,0.336,0.352,0.262,6.253,32,0.8,0.003,1.0,0.1
0.777,0.693,0.233,0.709,0.351,0.309,0.291,6.253,32,0.8,0.003,2.0,0.1
0.794,0.679,0.232,0.751,0.354,0.33,0.249,6.253,32,0.8,0.005,0.5,0.1
0.816,0.761,0.289,0.716,0.412,0.233,0.284,6.253,32,0.8,0.005,1.0,0.1
0.806,0.613,0.21,0.839,0.337,0.417,0.161,6.253,32,0.8,0.005,2.0,0.1
0.735,0.661,0.208,0.675,0.318,0.341,0.325,3.296,32,1.1,0.001,0.5,0.1
0.728,0.686,0.215,0.638,0.322,0.308,0.362,3.296,32,1.1,0.001,1.0,0.1
0.748,0.671,0.215,0.687,0.328,0.331,0.313,3.296,32,1.1,0.001,2.0,0.1
