Feature,Importance
month,0.3045791306732006
housing_1.0,0.22656390349692476
duration_1.0,0.16320644045856408
poutcome_1.0,0.16028392277061998
contact_1.0,0.08672349946214938
campaign_1.0,0.05864310313854136
