ROC AUC,Accuracy,Precision,Recall,F1 Score,Type I Error,Type II Error,Epsilon,Batch Size,Noise Multiplier,Learning Rate,Clipping Norm,Sample Ratio,DP Enabled,Run
0.793,0.741,0.267,0.697,0.386,0.253,0.303,3.813,64,0.8,0.003,1.0,0.5,True,1
0.838,0.863,0.434,0.57,0.493,0.099,0.43,3.813,64,0.8,0.003,2.0,0.5,True,1
0.844,0.884,0.504,0.421,0.459,0.055,0.579,3.813,64,0.8,0.005,0.5,0.5,True,1
0.857,0.882,0.497,0.482,0.489,0.065,0.518,3.813,64,0.8,0.005,1.0,0.5,True,1
0.864,0.878,0.481,0.532,0.505,0.076,0.468,3.813,64,0.8,0.005,2.0,0.5,True,1
0.761,0.681,0.224,0.701,0.339,0.322,0.299,2.013,64,1.1,0.001,0.5,0.5,True,1
0.751,0.666,0.214,0.695,0.327,0.338,0.305,2.013,64,1.1,0.001,1.0,0.5,True,1
0.761,0.691,0.228,0.69,0.343,0.309,0.31,2.013,64,1.1,0.001,2.0,0.5,True,1
0.838,0.864,0.433,0.534,0.478,0.093,0.466,2.013,64,1.1,0.003,0.5,0.5,True,1
0.825,0.811,0.343,0.679,0.456,0.172,0.321,2.013,64,1.1,0.003,1.0,0.5,True,1
0.84,0.851,0.406,0.595,0.483,0.115,0.405,2.013,64,1.1,0.003,2.0,0.5,True,1
0.876,0.829,0.384,0.763,0.511,0.162,0.237,2.013,64,1.1,0.005,0.5,0.5,True,1
0.85,0.885,0.51,0.423,0.463,0.054,0.577,2.013,64,1.1,0.005,1.0,0.5,True,1
0.844,0.884,0.506,0.374,0.43,0.048,0.626,2.013,64,1.1,0.005,2.0,0.5,True,1
0.75,0.673,0.218,0.695,0.332,0.33,0.305,1.293,64,1.5,0.001,0.5,0.5,True,1
0.749,0.668,0.214,0.689,0.327,0.335,0.311,1.293,64,1.5,0.001,1.0,0.5,True,1
0.76,0.67,0.217,0.699,0.331,0.334,0.301,1.293,64,1.5,0.001,2.0,0.5,True,1
0.82,0.809,0.338,0.656,0.446,0.17,0.344,1.293,64,1.5,0.003,0.5,0.5,True,1
0.817,0.803,0.329,0.657,0.439,0.177,0.343,1.293,64,1.5,0.003,1.0,0.5,True,1
0.844,0.839,0.386,0.64,0.481,0.135,0.36,1.293,64,1.5,0.003,2.0,0.5,True,1
0.867,0.871,0.461,0.586,0.516,0.091,0.414,1.293,64,1.5,0.005,0.5,0.5,True,1
0.863,0.882,0.496,0.518,0.507,0.07,0.482,1.293,64,1.5,0.005,1.0,0.5,True,1
0.865,0.784,0.326,0.794,0.463,0.217,0.206,1.293,64,1.5,0.005,2.0,0.5,True,1
0.754,0.676,0.219,0.689,0.332,0.326,0.311,0.91,64,2.0,0.001,0.5,0.5,True,1
0.762,0.674,0.223,0.716,0.34,0.331,0.284,0.91,64,2.0,0.001,1.0,0.5,True,1
0.742,0.665,0.212,0.685,0.324,0.337,0.315,0.91,64,2.0,0.001,2.0,0.5,True,1
0.809,0.792,0.314,0.652,0.424,0.189,0.348,0.91,64,2.0,0.003,0.5,0.5,True,1
0.842,0.845,0.398,0.627,0.487,0.126,0.373,0.91,64,2.0,0.003,1.0,0.5,True,1
0.817,0.802,0.328,0.656,0.437,0.178,0.344,0.91,64,2.0,0.003,2.0,0.5,True,1
0.856,0.881,0.49,0.487,0.488,0.067,0.513,0.91,64,2.0,0.005,0.5,0.5,True,1
0.851,0.881,0.49,0.463,0.476,0.064,0.537,0.91,64,2.0,0.005,1.0,0.5,True,1
0.861,0.881,0.491,0.51,0.501,0.07,0.49,0.91,64,2.0,0.005,2.0,0.5,True,1
0.74,0.665,0.209,0.67,0.319,0.336,0.33,5.525,128,0.8,0.001,0.5,0.5,True,1
0.732,0.649,0.202,0.678,0.311,0.355,0.322,5.525,128,0.8,0.001,1.0,0.5,True,1
0.733,0.651,0.204,0.685,0.315,0.354,0.315,5.525,128,0.8,0.001,2.0,0.5,True,1
0.776,0.704,0.238,0.694,0.354,0.295,0.306,5.525,128,0.8,0.003,0.5,0.5,True,1
0.759,0.691,0.227,0.681,0.341,0.307,0.319,5.525,128,0.8,0.003,1.0,0.5,True,1
0.764,0.717,0.24,0.652,0.351,0.274,0.348,5.525,128,0.8,0.003,2.0,0.5,True,1
0.789,0.804,0.317,0.586,0.412,0.167,0.414,5.525,128,0.8,0.005,0.5,0.5,True,1
0.804,0.835,0.367,0.567,0.445,0.13,0.433,5.525,128,0.8,0.005,1.0,0.5,True,1
0.818,0.841,0.383,0.582,0.462,0.124,0.418,5.525,128,0.8,0.005,2.0,0.5,True,1
0.741,0.651,0.207,0.702,0.32,0.355,0.298,2.918,128,1.1,0.001,0.5,0.5,True,1
0.744,0.658,0.211,0.698,0.324,0.347,0.302,2.918,128,1.1,0.001,1.0,0.5,True,1
0.73,0.642,0.201,0.691,0.311,0.365,0.309,2.918,128,1.1,0.001,2.0,0.5,True,1
0.779,0.724,0.251,0.682,0.367,0.27,0.318,2.918,128,1.1,0.003,0.5,0.5,True,1
0.78,0.741,0.263,0.673,0.378,0.25,0.327,2.918,128,1.1,0.003,1.0,0.5,True,1
0.782,0.723,0.249,0.68,0.364,0.272,0.32,2.918,128,1.1,0.003,2.0,0.5,True,1
0.822,0.843,0.384,0.568,0.458,0.121,0.432,2.918,128,1.1,0.005,0.5,0.5,True,1
0.8,0.828,0.354,0.568,0.436,0.138,0.432,2.918,128,1.1,0.005,1.0,0.5,True,1
0.811,0.84,0.379,0.571,0.456,0.124,0.429,2.918,128,1.1,0.005,2.0,0.5,True,1
0.724,0.647,0.199,0.664,0.306,0.355,0.336,1.86,128,1.5,0.001,0.5,0.5,True,1
0.719,0.664,0.203,0.639,0.308,0.333,0.361,1.86,128,1.5,0.001,1.0,0.5,True,1
0.74,0.667,0.212,0.681,0.324,0.335,0.319,1.86,128,1.5,0.001,2.0,0.5,True,1
0.773,0.718,0.246,0.684,0.362,0.278,0.316,1.86,128,1.5,0.003,0.5,0.5,True,1
0.769,0.702,0.234,0.682,0.349,0.295,0.318,1.86,128,1.5,0.003,1.0,0.5,True,1
0.777,0.725,0.25,0.677,0.365,0.269,0.323,1.86,128,1.5,0.003,2.0,0.5,True,1
0.804,0.828,0.356,0.585,0.443,0.14,0.415,1.86,128,1.5,0.005,0.5,0.5,True,1
0.798,0.81,0.331,0.612,0.429,0.164,0.388,1.86,128,1.5,0.005,1.0,0.5,True,1
0.802,0.802,0.323,0.634,0.428,0.176,0.366,1.86,128,1.5,0.005,2.0,0.5,True,1
0.743,0.675,0.216,0.676,0.328,0.325,0.324,1.302,128,2.0,0.001,0.5,0.5,True,1
0.73,0.666,0.21,0.671,0.32,0.335,0.329,1.302,128,2.0,0.001,1.0,0.5,True,1
0.722,0.64,0.196,0.672,0.304,0.364,0.328,1.302,128,2.0,0.001,2.0,0.5,True,1
0.772,0.714,0.241,0.671,0.355,0.28,0.329,1.302,128,2.0,0.003,0.5,0.5,True,1
0.765,0.701,0.232,0.677,0.346,0.296,0.323,1.302,128,2.0,0.003,1.0,0.5,True,1
0.779,0.715,0.244,0.686,0.36,0.282,0.314,1.302,128,2.0,0.003,2.0,0.5,True,1
0.789,0.78,0.296,0.639,0.404,0.202,0.361,1.302,128,2.0,0.005,0.5,0.5,True,1
0.81,0.833,0.364,0.571,0.445,0.132,0.429,1.302,128,2.0,0.005,1.0,0.5,True,1
0.804,0.795,0.315,0.641,0.423,0.184,0.359,1.302,128,2.0,0.005,2.0,0.5,True,1
0.888,0.816,0.37,0.811,0.508,0.183,0.189,inf,16,0.0,0.001,0.0,0.1,False,1
0.887,0.801,0.35,0.818,0.49,0.201,0.182,inf,16,0.0,0.003,0.0,0.1,False,1
0.888,0.813,0.366,0.817,0.506,0.187,0.183,inf,16,0.0,0.005,0.0,0.1,False,1
0.888,0.82,0.375,0.81,0.513,0.179,0.19,inf,32,0.0,0.001,0.0,0.1,False,1
0.888,0.831,0.391,0.792,0.524,0.163,0.208,inf,32,0.0,0.003,0.0,0.1,False,1
0.888,0.814,0.367,0.809,0.505,0.185,0.191,inf,32,0.0,0.005,0.0,0.1,False,1
0.887,0.823,0.379,0.796,0.513,0.173,0.204,inf,64,0.0,0.001,0.0,0.1,False,1
0.888,0.814,0.367,0.81,0.505,0.185,0.19,inf,64,0.0,0.003,0.0,0.1,False,1
0.884,0.778,0.326,0.842,0.47,0.231,0.158,inf,64,0.0,0.005,0.0,0.1,False,1
0.888,0.813,0.366,0.819,0.505,0.188,0.181,inf,128,0.0,0.001,0.0,0.1,False,1
0.888,0.821,0.376,0.809,0.514,0.178,0.191,inf,128,0.0,0.003,0.0,0.1,False,1
0.884,0.807,0.357,0.811,0.496,0.194,0.189,inf,128,0.0,0.005,0.0,0.1,False,1
0.744,0.65,0.208,0.71,0.322,0.358,0.29,4.277,16,0.8,0.001,0.5,0.1,True,1
0.741,0.645,0.204,0.702,0.316,0.363,0.298,4.277,16,0.8,0.001,1.0,0.1,True,1
0.742,0.659,0.211,0.7,0.325,0.346,0.3,4.277,16,0.8,0.001,2.0,0.1,True,1
0.799,0.691,0.24,0.755,0.364,0.318,0.245,4.277,16,0.8,0.003,0.5,0.1,True,1
0.786,0.7,0.239,0.715,0.358,0.302,0.285,4.277,16,0.8,0.003,1.0,0.1,True,1
0.785,0.712,0.246,0.703,0.364,0.286,0.297,4.277,16,0.8,0.003,2.0,0.1,True,1
0.836,0.669,0.239,0.836,0.372,0.353,0.164,4.277,16,0.8,0.005,0.5,0.1,True,1
0.828,0.648,0.228,0.842,0.359,0.378,0.158,4.277,16,0.8,0.005,1.0,0.1,True,1
0.839,0.68,0.247,0.846,0.382,0.343,0.154,4.277,16,0.8,0.005,2.0,0.1,True,1
0.745,0.65,0.208,0.708,0.321,0.358,0.292,2.266,16,1.1,0.001,0.5,0.1,True,1
0.757,0.663,0.217,0.72,0.333,0.345,0.28,2.266,16,1.1,0.001,1.0,0.1,True,1
0.739,0.655,0.209,0.701,0.322,0.351,0.299,2.266,16,1.1,0.001,2.0,0.1,True,1
0.79,0.701,0.242,0.73,0.363,0.303,0.27,2.266,16,1.1,0.003,0.5,0.1,True,1
0.775,0.696,0.235,0.711,0.354,0.306,0.289,2.266,16,1.1,0.003,1.0,0.1,True,1
0.808,0.699,0.245,0.758,0.371,0.309,0.242,2.266,16,1.1,0.003,2.0,0.1,True,1
0.844,0.669,0.241,0.853,0.376,0.355,0.147,2.266,16,1.1,0.005,0.5,0.1,True,1
0.837,0.709,0.261,0.815,0.396,0.305,0.185,2.266,16,1.1,0.005,1.0,0.1,True,1
0.845,0.691,0.252,0.838,0.388,0.329,0.162,2.266,16,1.1,0.005,2.0,0.1,True,1
0.755,0.671,0.22,0.712,0.336,0.335,0.288,1.453,16,1.5,0.001,0.5,0.1,True,1
0.74,0.651,0.206,0.696,0.318,0.355,0.304,1.453,16,1.5,0.001,1.0,0.1,True,1
0.745,0.653,0.21,0.712,0.325,0.354,0.288,1.453,16,1.5,0.001,2.0,0.1,True,1
0.807,0.711,0.253,0.75,0.378,0.294,0.25,1.453,16,1.5,0.003,0.5,0.1,True,1
0.783,0.689,0.233,0.724,0.353,0.315,0.276,1.453,16,1.5,0.003,1.0,0.1,True,1
0.806,0.707,0.25,0.753,0.376,0.299,0.247,1.453,16,1.5,0.003,2.0,0.1,True,1
0.841,0.679,0.246,0.845,0.381,0.343,0.155,1.453,16,1.5,0.005,0.5,0.1,True,1
0.843,0.616,0.219,0.89,0.352,0.42,0.11,1.453,16,1.5,0.005,1.0,0.1,True,1
0.831,0.59,0.208,0.89,0.337,0.45,0.11,1.453,16,1.5,0.005,2.0,0.1,True,1
0.74,0.652,0.206,0.694,0.318,0.354,0.306,1.021,16,2.0,0.001,0.5,0.1,True,1
0.749,0.672,0.217,0.688,0.329,0.33,0.312,1.021,16,2.0,0.001,1.0,0.1,True,1
0.751,0.669,0.217,0.7,0.331,0.335,0.3,1.021,16,2.0,0.001,2.0,0.1,True,1
0.804,0.69,0.241,0.767,0.367,0.32,0.233,1.021,16,2.0,0.003,0.5,0.1,True,1
0.8,0.707,0.247,0.734,0.369,0.297,0.266,1.021,16,2.0,0.003,1.0,0.1,True,1
0.786,0.689,0.233,0.726,0.353,0.316,0.274,1.021,16,2.0,0.003,2.0,0.1,True,1
0.841,0.718,0.267,0.808,0.401,0.294,0.192,1.021,16,2.0,0.005,0.5,0.1,True,1
0.829,0.651,0.23,0.846,0.362,0.375,0.154,1.021,16,2.0,0.005,1.0,0.1,True,1
0.842,0.573,0.204,0.909,0.333,0.472,0.091,1.021,16,2.0,0.005,2.0,0.1,True,1
0.725,0.653,0.203,0.671,0.312,0.349,0.329,6.253,32,0.8,0.001,0.5,0.1,True,1
0.717,0.636,0.195,0.678,0.303,0.37,0.322,6.253,32,0.8,0.001,1.0,0.1,True,1
0.715,0.64,0.2,0.689,0.31,0.366,0.311,6.253,32,0.8,0.001,2.0,0.1,True,1
0.757,0.659,0.215,0.721,0.331,0.349,0.279,6.253,32,0.8,0.003,0.5,0.1,True,1
0.757,0.642,0.21,0.745,0.327,0.372,0.255,6.253,32,0.8,0.003,1.0,0.1,True,1
0.765,0.663,0.218,0.727,0.336,0.345,0.273,6.253,32,0.8,0.003,2.0,0.1,True,1
0.781,0.689,0.233,0.72,0.352,0.315,0.28,6.253,32,0.8,0.005,0.5,0.1,True,1
0.776,0.687,0.23,0.713,0.347,0.317,0.287,6.253,32,0.8,0.005,1.0,0.1,True,1
0.786,0.698,0.238,0.717,0.357,0.305,0.283,6.253,32,0.8,0.005,2.0,0.1,True,1
0.728,0.649,0.2,0.666,0.308,0.353,0.334,3.296,32,1.1,0.001,0.5,0.1,True,1
0.722,0.641,0.201,0.694,0.311,0.366,0.306,3.296,32,1.1,0.001,1.0,0.1,True,1
0.707,0.656,0.202,0.659,0.309,0.345,0.341,3.296,32,1.1,0.001,2.0,0.1,True,1
0.756,0.675,0.221,0.707,0.337,0.33,0.293,3.296,32,1.1,0.003,0.5,0.1,True,1
0.76,0.66,0.216,0.728,0.333,0.349,0.272,3.296,32,1.1,0.003,1.0,0.1,True,1
0.751,0.657,0.212,0.711,0.326,0.351,0.289,3.296,32,1.1,0.003,2.0,0.1,True,1
0.764,0.677,0.224,0.713,0.341,0.327,0.287,3.296,32,1.1,0.005,0.5,0.1,True,1
0.799,0.708,0.248,0.738,0.372,0.296,0.262,3.296,32,1.1,0.005,1.0,0.1,True,1
0.765,0.684,0.226,0.702,0.342,0.318,0.298,3.296,32,1.1,0.005,2.0,0.1,True,1
0.714,0.647,0.198,0.662,0.305,0.355,0.338,2.093,32,1.5,0.001,0.5,0.1,True,1
0.719,0.655,0.201,0.657,0.308,0.345,0.343,2.093,32,1.5,0.001,1.0,0.1,True,1
0.72,0.634,0.198,0.698,0.308,0.375,0.302,2.093,32,1.5,0.001,2.0,0.1,True,1
0.77,0.668,0.222,0.732,0.34,0.34,0.268,2.093,32,1.5,0.003,0.5,0.1,True,1
0.775,0.663,0.222,0.75,0.342,0.349,0.25,2.093,32,1.5,0.003,1.0,0.1,True,1
0.752,0.646,0.208,0.724,0.324,0.364,0.276,2.093,32,1.5,0.003,2.0,0.1,True,1
0.783,0.71,0.244,0.705,0.363,0.289,0.295,2.093,32,1.5,0.005,0.5,0.1,True,1
0.788,0.712,0.246,0.708,0.365,0.287,0.292,2.093,32,1.5,0.005,1.0,0.1,True,1
0.785,0.72,0.25,0.695,0.367,0.277,0.305,2.093,32,1.5,0.005,2.0,0.1,True,1
0.719,0.66,0.202,0.644,0.307,0.338,0.356,1.462,32,2.0,0.001,0.5,0.1,True,1
0.73,0.643,0.204,0.703,0.316,0.365,0.297,1.462,32,2.0,0.001,1.0,0.1,True,1
0.741,0.625,0.199,0.73,0.313,0.388,0.27,1.462,32,2.0,0.001,2.0,0.1,True,1
0.767,0.671,0.222,0.723,0.34,0.336,0.277,1.462,32,2.0,0.003,0.5,0.1,True,1
0.76,0.633,0.205,0.739,0.32,0.381,0.261,1.462,32,2.0,0.003,1.0,0.1,True,1
0.771,0.671,0.222,0.724,0.34,0.337,0.276,1.462,32,2.0,0.003,2.0,0.1,True,1
0.781,0.671,0.224,0.737,0.344,0.338,0.263,1.462,32,2.0,0.005,0.5,0.1,True,1
0.791,0.682,0.232,0.742,0.353,0.325,0.258,1.462,32,2.0,0.005,1.0,0.1,True,1
0.789,0.708,0.245,0.716,0.365,0.293,0.284,1.462,32,2.0,0.005,2.0,0.1,True,1
0.704,0.654,0.197,0.634,0.3,0.343,0.366,9.233,64,0.8,0.001,0.5,0.1,True,1
0.702,0.637,0.192,0.655,0.297,0.365,0.345,9.233,64,0.8,0.001,1.0,0.1,True,1
0.697,0.635,0.191,0.654,0.295,0.368,0.346,9.233,64,0.8,0.001,2.0,0.1,True,1
0.731,0.638,0.198,0.686,0.307,0.369,0.314,9.233,64,0.8,0.003,0.5,0.1,True,1
0.743,0.675,0.215,0.67,0.325,0.325,0.33,9.233,64,0.8,0.003,1.0,0.1,True,1
0.733,0.643,0.202,0.694,0.313,0.363,0.306,9.233,64,0.8,0.003,2.0,0.1,True,1
0.759,0.656,0.214,0.724,0.33,0.353,0.276,9.233,64,0.8,0.005,0.5,0.1,True,1
0.754,0.67,0.22,0.717,0.337,0.337,0.283,9.233,64,0.8,0.005,1.0,0.1,True,1
0.745,0.646,0.206,0.708,0.319,0.362,0.292,9.233,64,0.8,0.005,2.0,0.1,True,1
0.705,0.628,0.19,0.67,0.296,0.378,0.33,4.839,64,1.1,0.001,0.5,0.1,True,1
0.691,0.62,0.183,0.648,0.285,0.384,0.352,4.839,64,1.1,0.001,1.0,0.1,True,1
0.706,0.637,0.198,0.687,0.307,0.37,0.313,4.839,64,1.1,0.001,2.0,0.1,True,1
0.735,0.664,0.211,0.684,0.323,0.339,0.316,4.839,64,1.1,0.003,0.5,0.1,True,1
0.746,0.659,0.211,0.696,0.323,0.346,0.304,4.839,64,1.1,0.003,1.0,0.1,True,1
0.727,0.646,0.2,0.676,0.309,0.358,0.324,4.839,64,1.1,0.003,2.0,0.1,True,1
0.753,0.653,0.212,0.723,0.328,0.356,0.277,4.839,64,1.1,0.005,0.5,0.1,True,1
0.753,0.646,0.209,0.728,0.325,0.365,0.272,4.839,64,1.1,0.005,1.0,0.1,True,1
0.756,0.668,0.218,0.71,0.333,0.338,0.29,4.839,64,1.1,0.005,2.0,0.1,True,1
0.672,0.635,0.183,0.612,0.282,0.362,0.388,3.035,64,1.5,0.001,0.5,0.1,True,1
0.69,0.593,0.176,0.676,0.28,0.418,0.324,3.035,64,1.5,0.001,1.0,0.1,True,1
0.7,0.613,0.181,0.655,0.284,0.392,0.345,3.035,64,1.5,0.001,2.0,0.1,True,1
0.737,0.644,0.202,0.69,0.312,0.362,0.31,3.035,64,1.5,0.003,0.5,0.1,True,1
0.73,0.653,0.203,0.675,0.313,0.35,0.325,3.035,64,1.5,0.003,1.0,0.1,True,1
0.725,0.617,0.192,0.711,0.303,0.396,0.289,3.035,64,1.5,0.003,2.0,0.1,True,1
0.756,0.647,0.21,0.732,0.327,0.364,0.268,3.035,64,1.5,0.005,0.5,0.1,True,1
0.747,0.648,0.211,0.733,0.328,0.363,0.267,3.035,64,1.5,0.005,1.0,0.1,True,1
0.767,0.673,0.225,0.733,0.344,0.335,0.267,3.035,64,1.5,0.005,2.0,0.1,True,1
0.716,0.605,0.187,0.711,0.296,0.409,0.289,2.105,64,2.0,0.001,0.5,0.1,True,1
0.69,0.576,0.175,0.708,0.281,0.442,0.292,2.105,64,2.0,0.001,1.0,0.1,True,1
0.632,0.577,0.161,0.621,0.255,0.429,0.379,2.105,64,2.0,0.001,2.0,0.1,True,1
0.74,0.636,0.203,0.724,0.317,0.376,0.276,2.105,64,2.0,0.003,0.5,0.1,True,1
0.728,0.645,0.199,0.675,0.308,0.359,0.325,2.105,64,2.0,0.003,1.0,0.1,True,1
0.739,0.64,0.206,0.724,0.32,0.371,0.276,2.105,64,2.0,0.003,2.0,0.1,True,1
0.765,0.667,0.222,0.736,0.341,0.342,0.264,2.105,64,2.0,0.005,0.5,0.1,True,1
0.766,0.671,0.223,0.727,0.341,0.336,0.273,2.105,64,2.0,0.005,1.0,0.1,True,1
0.761,0.64,0.209,0.744,0.326,0.373,0.256,2.105,64,2.0,0.005,2.0,0.1,True,1
0.672,0.629,0.177,0.598,0.274,0.367,0.402,13.785,128,0.8,0.001,0.5,0.1,True,1
0.665,0.493,0.157,0.766,0.261,0.543,0.234,13.785,128,0.8,0.001,1.0,0.1,True,1
0.666,0.555,0.163,0.681,0.263,0.462,0.319,13.785,128,0.8,0.001,2.0,0.1,True,1
0.726,0.651,0.201,0.664,0.308,0.35,0.336,13.785,128,0.8,0.003,0.5,0.1,True,1
0.727,0.645,0.198,0.664,0.305,0.357,0.336,13.785,128,0.8,0.003,1.0,0.1,True,1
0.725,0.653,0.207,0.694,0.318,0.353,0.306,13.785,128,0.8,0.003,2.0,0.1,True,1
0.745,0.67,0.213,0.677,0.324,0.331,0.323,13.785,128,0.8,0.005,0.5,0.1,True,1
0.727,0.632,0.197,0.696,0.307,0.377,0.304,13.785,128,0.8,0.005,1.0,0.1,True,1
0.736,0.675,0.214,0.664,0.323,0.324,0.336,13.785,128,0.8,0.005,2.0,0.1,True,1
0.702,0.58,0.178,0.714,0.285,0.437,0.286,7.17,128,1.1,0.001,0.5,0.1,True,1
0.643,0.485,0.144,0.687,0.238,0.541,0.313,7.17,128,1.1,0.001,1.0,0.1,True,1
0.659,0.522,0.155,0.695,0.254,0.5,0.305,7.17,128,1.1,0.001,2.0,0.1,True,1
0.708,0.654,0.199,0.646,0.304,0.345,0.354,7.17,128,1.1,0.003,0.5,0.1,True,1
0.712,0.637,0.192,0.652,0.296,0.365,0.348,7.17,128,1.1,0.003,1.0,0.1,True,1
0.714,0.637,0.195,0.669,0.302,0.367,0.331,7.17,128,1.1,0.003,2.0,0.1,True,1
0.728,0.647,0.203,0.69,0.314,0.358,0.31,7.17,128,1.1,0.005,0.5,0.1,True,1
0.731,0.65,0.205,0.693,0.316,0.356,0.307,7.17,128,1.1,0.005,1.0,0.1,True,1
0.727,0.648,0.202,0.679,0.311,0.356,0.321,7.17,128,1.1,0.005,2.0,0.1,True,1
0.713,0.576,0.179,0.733,0.288,0.445,0.267,4.446,128,1.5,0.001,0.5,0.1,True,1
0.672,0.545,0.166,0.72,0.27,0.478,0.28,4.446,128,1.5,0.001,1.0,0.1,True,1
0.658,0.499,0.155,0.738,0.257,0.532,0.262,4.446,128,1.5,0.001,2.0,0.1,True,1
0.722,0.645,0.197,0.664,0.304,0.358,0.336,4.446,128,1.5,0.003,0.5,0.1,True,1
0.705,0.667,0.198,0.603,0.298,0.324,0.397,4.446,128,1.5,0.003,1.0,0.1,True,1
0.709,0.648,0.196,0.647,0.301,0.351,0.353,4.446,128,1.5,0.003,2.0,0.1,True,1
0.731,0.651,0.201,0.664,0.308,0.35,0.336,4.446,128,1.5,0.005,0.5,0.1,True,1
0.723,0.67,0.208,0.647,0.315,0.326,0.353,4.446,128,1.5,0.005,1.0,0.1,True,1
0.728,0.66,0.205,0.664,0.313,0.341,0.336,4.446,128,1.5,0.005,2.0,0.1,True,1
0.67,0.569,0.167,0.673,0.268,0.445,0.327,3.051,128,2.0,0.001,0.5,0.1,True,1
0.688,0.604,0.177,0.655,0.279,0.403,0.345,3.051,128,2.0,0.001,1.0,0.1,True,1
0.698,0.611,0.183,0.672,0.288,0.397,0.328,3.051,128,2.0,0.001,2.0,0.1,True,1
0.713,0.643,0.197,0.67,0.305,0.361,0.33,3.051,128,2.0,0.003,0.5,0.1,True,1
0.729,0.653,0.201,0.664,0.309,0.349,0.336,3.051,128,2.0,0.003,1.0,0.1,True,1
0.696,0.619,0.184,0.658,0.288,0.386,0.342,3.051,128,2.0,0.003,2.0,0.1,True,1
0.717,0.645,0.202,0.688,0.312,0.361,0.312,3.051,128,2.0,0.005,0.5,0.1,True,1
0.729,0.657,0.203,0.659,0.31,0.343,0.341,3.051,128,2.0,0.005,1.0,0.1,True,1
0.734,0.641,0.199,0.682,0.308,0.365,0.318,3.051,128,2.0,0.005,2.0,0.1,True,1
0.88,0.822,0.373,0.77,0.503,0.172,0.23,inf,16,0.0,0.001,0.0,0.05,False,1
0.886,0.804,0.352,0.808,0.491,0.197,0.192,inf,16,0.0,0.003,0.0,0.05,False,1
0.882,0.789,0.335,0.819,0.476,0.215,0.181,inf,16,0.0,0.005,0.0,0.05,False,1
0.882,0.813,0.364,0.802,0.5,0.186,0.198,inf,32,0.0,0.001,0.0,0.05,False,1
0.885,0.82,0.374,0.797,0.509,0.177,0.203,inf,32,0.0,0.003,0.0,0.05,False,1
0.879,0.798,0.347,0.821,0.488,0.205,0.179,inf,32,0.0,0.005,0.0,0.05,False,1
0.876,0.803,0.349,0.791,0.485,0.195,0.209,inf,64,0.0,0.001,0.0,0.05,False,1
0.885,0.808,0.358,0.807,0.496,0.192,0.193,inf,64,0.0,0.003,0.0,0.05,False,1
0.881,0.825,0.379,0.77,0.508,0.168,0.23,inf,64,0.0,0.005,0.0,0.05,False,1
0.873,0.819,0.368,0.763,0.496,0.174,0.237,inf,128,0.0,0.001,0.0,0.05,False,1
0.874,0.812,0.361,0.79,0.495,0.186,0.21,inf,128,0.0,0.003,0.0,0.05,False,1
0.882,0.824,0.378,0.784,0.51,0.171,0.216,inf,128,0.0,0.005,0.0,0.05,False,1
0.748,0.716,0.231,0.612,0.335,0.27,0.388,6.253,16,0.8,0.001,0.5,0.05,True,1
0.732,0.685,0.215,0.636,0.321,0.308,0.364,6.253,16,0.8,0.001,1.0,0.05,True,1
0.726,0.692,0.214,0.61,0.317,0.297,0.39,6.253,16,0.8,0.001,2.0,0.05,True,1
0.751,0.708,0.234,0.656,0.345,0.285,0.344,6.253,16,0.8,0.003,0.5,0.05,True,1
0.75,0.714,0.233,0.628,0.339,0.274,0.372,6.253,16,0.8,0.003,1.0,0.05,True,1
0.757,0.711,0.234,0.648,0.344,0.281,0.352,6.253,16,0.8,0.003,2.0,0.05,True,1
0.765,0.67,0.22,0.714,0.336,0.336,0.286,6.253,16,0.8,0.005,0.5,0.05,True,1
0.767,0.656,0.215,0.731,0.332,0.353,0.269,6.253,16,0.8,0.005,1.0,0.05,True,1
0.771,0.762,0.274,0.629,0.382,0.221,0.371,6.253,16,0.8,0.005,2.0,0.05,True,1
0.724,0.707,0.218,0.581,0.317,0.277,0.419,3.296,16,1.1,0.001,0.5,0.05,True,1
0.723,0.678,0.207,0.618,0.31,0.314,0.382,3.296,16,1.1,0.001,1.0,0.05,True,1
0.735,0.694,0.221,0.639,0.328,0.299,0.361,3.296,16,1.1,0.001,2.0,0.05,True,1
0.76,0.722,0.241,0.643,0.351,0.268,0.357,3.296,16,1.1,0.003,0.5,0.05,True,1
0.76,0.742,0.254,0.623,0.361,0.242,0.377,3.296,16,1.1,0.003,1.0,0.05,True,1
0.766,0.725,0.247,0.657,0.359,0.266,0.343,3.296,16,1.1,0.003,2.0,0.05,True,1
0.771,0.66,0.217,0.733,0.335,0.35,0.267,3.296,16,1.1,0.005,0.5,0.05,True,1
0.782,0.762,0.277,0.641,0.386,0.222,0.359,3.296,16,1.1,0.005,1.0,0.05,True,1
0.766,0.663,0.217,0.72,0.333,0.345,0.28,3.296,16,1.1,0.005,2.0,0.05,True,1
0.733,0.69,0.221,0.651,0.33,0.305,0.349,2.093,16,1.5,0.001,0.5,0.05,True,1
0.738,0.685,0.216,0.645,0.324,0.309,0.355,2.093,16,1.5,0.001,1.0,0.05,True,1
0.739,0.69,0.221,0.652,0.33,0.305,0.348,2.093,16,1.5,0.001,2.0,0.05,True,1
