Feature,Importance
duration_1,0.35683324526568666
month,0.16654680596508506
duration_2,0.1378780028822052
contact_0,0.08606181804921985
loan_0,0.07592318892356262
job_2,0.05009432030887769
poutcome_2,0.048563789817304415
housing_0,0.04092565690195538
campaign_1,0.037173171886103154
