Feature,Importance
duration_3,0.2984704066982384
month,0.21963506681082873
poutcome_3,0.06803168629889973
duration_1,0.06237345973461577
contact_1,0.05401575737262489
housing_1,0.04503313909150797
loan_1,0.04226426609954444
campaign_2,0.037132087589383515
job_3,0.03705783627709931
day_2,0.0359756912787932
education_1,0.02617695691405028
age_2,0.025443624708734725
duration_0,0.024858922846225224
age_1,0.023531098279453738
