Feature,Importance
month,0.29813351071420674
contact_1.0,0.2239533383081747
campaign_1.0,0.09953304971181805
poutcome_1.0,0.09949083460740199
housing_1.0,0.09902458309014527
balance_1.0,0.07416740994552388
pdays_1.0,0.055237252595950144
duration_1.0,0.05046002102677919
