Feature,Importance
duration_2,0.29338711598624756
month,0.2278698080705206
duration_0,0.07037461601098174
pdays_0,0.04552145572867656
campaign_1,0.041779346587158574
day_1,0.04073182721149163
balance_3,0.04034679396657775
loan_0,0.04009922908245483
housing_0,0.03795474209189394
contact_0,0.03438907064878795
poutcome_2,0.028422255633708107
job_2,0.0270609584208648
duration_-1,0.026741031684523246
education_0,0.02617580248359463
education_2,0.019145946392518078
