Feature,Importance
contact_1.0,0.24785797695334932
month,0.23519013276797496
housing_1.0,0.2250256421220942
loan_1.0,0.09831197465980421
campaign_1.0,0.06552620540930172
duration_1.0,0.04513266813478604
balance_1.0,0.04365262116608702
age_1.0,0.039302778786602516
